装备ID,名字,名字,装备显示图片,子弹路径,子弹名,武器特效路径,武器特效名,装备绑定特效路径,装备绑定特效名,子弹速度,是否能够攻击,音效事件名称,装备位置,最大等级,星级,允许职业,升级路径1,升级路径2,生命值,每等级生命,物理基础攻击下限,物理基础攻击下限每等级,物理基础攻击上限,物理基础攻击上限每等级,魔法基础攻击下限,魔法基础攻击下限每等级,魔法基础攻击上限,魔法基础攻击上限每等级,暴击等级,暴击成长,命中等级,命中成长,速度等级,速度成长,附带技能,售出价格,吞噬获取经验,吞噬获取经验/等级,基础战斗力,战斗力每等级,最大等级,基础分数加成%,加分成长%,装备icon,进阶消耗金币,进阶材料1,进阶材料1数量,进阶材料2,进阶材料2数量,进阶材料3,进阶材料3数量,进阶材料4,进阶材料4数量,进阶材料5,进阶材料5数量,音乐
XLH00S1T6_2,蓝焰铁线01_2,蓝焰铁线,wpn_boxer_01_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,65,4,3,XLH00S1T7_2,0,1,1,257,0.085,284,0.085,0,0,0,0,0,0,90,0.085,0,0,boxer_basicattack0103_2,25,100,10,150,23,65,80,0.0,icn_wpn_boxer_01_04_02.png,10000,ma010401,1,ma010409,1,0,,0,,0,,
XLH00S1T7_2,蓝焰铁线01_2+1,蓝焰铁线,wpn_boxer_01_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,70,4,3,XLH00S1T8_2,0,1,1,274,0.085,302,0.085,0,0,0,0,0,0,96,0.085,0,0,boxer_basicattack0103_2,25,100,10,160,24,70,80,0.0,icn_wpn_boxer_01_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S1T8_2,蓝焰铁线01_2+2,蓝焰铁线,wpn_boxer_01_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,75,4,3,XLH00S1T9_2,0,1,1,291,0.085,321,0.085,0,0,0,0,0,0,102,0.085,0,0,boxer_basicattack0103_2,25,100,10,170,26,75,80,0.0,icn_wpn_boxer_01_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S1T9_2,蓝焰铁线01_2+3,蓝焰铁线,wpn_boxer_01_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,80,4,3,,,1,1,308,0.085,340,0.085,0,0,0,0,0,0,108,0.085,0,0,boxer_basicattack0103_2,25,100,10,180,27,80,80,0.2,icn_wpn_boxer_01_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S1T10_3,橙色拳链01_3,橙色拳链3,wpn_boxer_01_05_03.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,95,5,3,0,0,1,1,385,0.085,425,0.085,0,0,0,0,0,0,135,0.085,0,0,boxer_basicattack0105_3,25,100,10,225,34,95,100,0.0,icn_wpn_boxer_01_05_03.png,20000,0,,0,,0,,0,,0,,
XLH00S1T10_4,橙色拳链01_4,橙色拳链4,wpn_boxer_01_05_04.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,100,5,3,0,0,1,1,410,0.085,454,0.085,0,0,0,0,0,0,144,0.085,0,0,boxer_basicattack0105_4,25,100,10,240,36,100,100,0.0,icn_wpn_boxer_01_05_04.png,20000,0,,0,,0,,0,,0,,
XLH00S2T1,试练拳套02,试练拳套,wpn_boxer_02_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,10,1,3,XLH00S2T2,0,1,1,103,0.085,113,0.085,0,0,0,0,0,0,30,0.085,0,0,boxer_basicattack0201,25,100,10,50,8,10,1,1.0,icn_wpn_boxer_02_01.png,0,0,,0,,0,,0,,0,,
XLH00S2T2,入门拳套02,入门拳套,wpn_boxer_02_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,25,2,3,XLH00S2T3_1,XLH00S2T3_2,1,1,154,0.085,170,0.085,0,0,0,0,0,0,45,0.085,0,0,boxer_basicattack0201,25,100,10,75,11,25,25,0.4,icn_wpn_boxer_02_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
XLH00S2T3_1,进阶拳套02_1,进阶拳套,wpn_boxer_02_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,40,3,3,XLH00S2T4_1,0,1,1,205,0.085,227,0.085,0,0,0,0,0,0,60,0.085,0,0,boxer_basicattack0203_1,25,100,10,100,15,40,40,0.0,icn_wpn_boxer_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH00S2T4_1,进阶拳套02_1+1,进阶拳套,wpn_boxer_02_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,45,3,3,XLH00S2T5_1,0,1,1,226,0.085,249,0.085,0,0,0,0,0,0,66,0.085,0,0,boxer_basicattack0203_1,25,100,10,110,17,45,40,0.0,icn_wpn_boxer_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH00S2T5_1,进阶拳套02_1+2,进阶拳套,wpn_boxer_02_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,50,3,3,XLH00S2T6_1,0,1,1,246,0.085,272,0.085,0,0,0,0,0,0,72,0.085,0,0,boxer_basicattack0203_1,25,100,10,120,18,50,40,0.6,icn_wpn_boxer_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH00S2T6_1,大师拳套02_1,大师拳套,wpn_boxer_02_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,Eff/Tower/boxer/eff_boxer_wpn_boxer_02_04_01,eff_boxer_wpn_boxer_02_04_01,0,1,onSoundCB,1,65,4,3,XLH00S2T7_1,0,1,1,308,0.085,340,0.085,0,0,0,0,0,0,90,0.085,0,0,boxer_basicattack0203_1,25,100,10,150,23,65,80,0.0,icn_wpn_boxer_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S2T7_1,大师拳套02_1+1,大师拳套,wpn_boxer_02_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,Eff/Tower/boxer/eff_boxer_wpn_boxer_02_04_01,eff_boxer_wpn_boxer_02_04_01,0,1,onSoundCB,1,70,4,3,XLH00S2T8_1,0,1,1,328,0.085,363,0.085,0,0,0,0,0,0,96,0.085,0,0,boxer_basicattack0203_1,25,100,10,160,24,70,80,0.0,icn_wpn_boxer_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S2T8_1,大师拳套02_1+2,大师拳套,wpn_boxer_02_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,Eff/Tower/boxer/eff_boxer_wpn_boxer_02_04_01,eff_boxer_wpn_boxer_02_04_01,0,1,onSoundCB,1,75,4,3,XLH00S2T9_1,0,1,1,349,0.085,386,0.085,0,0,0,0,0,0,102,0.085,0,0,boxer_basicattack0203_1,25,100,10,170,26,75,80,0.0,icn_wpn_boxer_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S2T9_1,大师拳套02_1+3,大师拳套,wpn_boxer_02_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,Eff/Tower/boxer/eff_boxer_wpn_boxer_02_04_01,eff_boxer_wpn_boxer_02_04_01,0,1,onSoundCB,1,80,4,3,,,1,1,369,0.085,408,0.085,0,0,0,0,0,0,108,0.085,0,0,boxer_basicattack0203_1,25,100,10,180,27,80,80,0.2,icn_wpn_boxer_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S2T10_1,橙色拳套02_1,橙色拳套1,wpn_boxer_02_05_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,Eff/Tower/boxer/eff_boxer_wpn_boxer_02_04_01,eff_boxer_wpn_boxer_02_04_01,0,1,onSoundCB,1,95,5,3,0,0,1,1,462,0.085,510,0.085,0,0,0,0,0,0,135,0.085,0,0,boxer_basicattack0205_1,25,100,10,225,34,95,100,0.0,icn_wpn_boxer_02_05_01.png,20000,0,,0,,0,,0,,0,,
XLH00S2T10_2,橙色拳套02_2,橙色拳套2,wpn_boxer_02_05_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,Eff/Tower/boxer/eff_boxer_wpn_boxer_02_04_01,eff_boxer_wpn_boxer_02_04_01,0,1,onSoundCB,1,100,5,3,0,0,1,1,492,0.085,544,0.085,0,0,0,0,0,0,144,0.085,0,0,boxer_basicattack0205_2,25,100,10,240,36,100,100,0.0,icn_wpn_boxer_02_05_02.png,20000,0,,0,,0,,0,,0,,
XLH00S2T3_2,宗师拳套02_2,宗师拳套,wpn_boxer_02_03_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,40,3,3,XLH00S2T4_2,0,1,1,205,0.085,227,0.085,0,0,0,0,0,0,60,0.085,0,0,boxer_basicattack0203_2,25,100,10,100,15,40,40,0.0,icn_wpn_boxer_02_03_02.png,5000,ma020301,1,ma020308,1,0,,0,,0,,
XLH00S2T4_2,宗师拳套02_2+1,宗师拳套,wpn_boxer_02_03_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,45,3,3,XLH00S2T5_2,0,1,1,226,0.085,249,0.085,0,0,0,0,0,0,66,0.085,0,0,boxer_basicattack0203_2,25,100,10,110,17,45,40,0.0,icn_wpn_boxer_02_03_02.png,5000,0,,0,,0,,0,,0,,
XLH00S2T5_2,宗师拳套02_2+2,宗师拳套,wpn_boxer_02_03_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,50,3,3,XLH00S2T6_2,0,1,1,246,0.085,272,0.085,0,0,0,0,0,0,72,0.085,0,0,boxer_basicattack0203_2,25,100,10,120,18,50,40,0.6,icn_wpn_boxer_02_03_02.png,5000,0,,0,,0,,0,,0,,
XLH00S2T6_2,霸者拳套02_2,霸者拳套,wpn_boxer_02_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,65,4,3,XLH00S2T7_2,0,1,1,308,0.085,340,0.085,0,0,0,0,0,0,90,0.085,0,0,boxer_basicattack0203_2,25,100,10,150,23,65,80,0.0,icn_wpn_boxer_02_04_02.png,10000,ma020401,1,ma020409,1,0,,0,,0,,
XLH00S2T7_2,霸者拳套02_2+1,霸者拳套,wpn_boxer_02_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,70,4,3,XLH00S2T8_2,0,1,1,328,0.085,363,0.085,0,0,0,0,0,0,96,0.085,0,0,boxer_basicattack0203_2,25,100,10,160,24,70,80,0.0,icn_wpn_boxer_02_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S2T8_2,霸者拳套02_2+2,霸者拳套,wpn_boxer_02_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,75,4,3,XLH00S2T9_2,0,1,1,349,0.085,386,0.085,0,0,0,0,0,0,102,0.085,0,0,boxer_basicattack0203_2,25,100,10,170,26,75,80,0.0,icn_wpn_boxer_02_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S2T9_2,霸者拳套02_2+3,霸者拳套,wpn_boxer_02_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,80,4,3,,,1,1,369,0.085,408,0.085,0,0,0,0,0,0,108,0.085,0,0,boxer_basicattack0203_2,25,100,10,180,27,80,80,0.2,icn_wpn_boxer_02_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S2T10_3,橙色拳套02_3,橙色拳套3,wpn_boxer_02_05_03.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,95,5,3,0,0,1,1,462,0.085,510,0.085,0,0,0,0,0,0,135,0.085,0,0,boxer_basicattack0205_3,25,100,10,225,34,95,100,0.0,icn_wpn_boxer_02_05_03.png,20000,0,,0,,0,,0,,0,,
XLH00S2T10_4,橙色拳套02_4,橙色拳套4,wpn_boxer_02_05_04.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,100,5,3,0,0,1,1,492,0.085,544,0.085,0,0,0,0,0,0,144,0.085,0,0,boxer_basicattack0205_4,25,100,10,240,36,100,100,0.0,icn_wpn_boxer_02_05_04.png,20000,0,,0,,0,,0,,0,,
XLH00S3T1,新手护腕03,新手护腕,wpn_boxer_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,10,1,3,XLH00S3T2,0,1,1,120,0.085,132,0.085,0,0,0,0,0,0,30,0.085,0,0,boxer_basicattack0301,25,100,10,50,8,10,1,1.0,icn_wpn_boxer_03_01.png,0,0,,0,,0,,0,,0,,
XLH00S3T2,进阶护腕03,进阶护腕,wpn_boxer_03_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,25,2,3,XLH00S3T3_1,XLH00S3T3_2,1,1,180,0.085,198,0.085,0,0,0,0,0,0,45,0.085,0,0,boxer_basicattack0301,25,100,10,75,11,25,25,0.4,icn_wpn_boxer_03_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
XLH00S3T3_1,高手护腕03_1,高手护腕,wpn_boxer_03_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,40,3,3,XLH00S3T4_1,0,1,1,239,0.085,265,0.085,0,0,0,0,0,0,60,0.085,0,0,boxer_basicattack0303_1,25,100,10,100,15,40,40,0.0,icn_wpn_boxer_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH00S3T4_1,高手护腕03_1+1,高手护腕,wpn_boxer_03_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,45,3,3,XLH00S3T5_1,0,1,1,263,0.085,291,0.085,0,0,0,0,0,0,66,0.085,0,0,boxer_basicattack0303_1,25,100,10,110,17,45,40,0.0,icn_wpn_boxer_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH00S3T5_1,高手护腕03_1+2,高手护腕,wpn_boxer_03_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,50,3,3,XLH00S3T6_1,0,1,1,287,0.085,318,0.085,0,0,0,0,0,0,72,0.085,0,0,boxer_basicattack0303_1,25,100,10,120,18,50,40,0.6,icn_wpn_boxer_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH00S3T6_1,大师护腕03_1,大师护腕,wpn_boxer_03_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,65,4,3,XLH00S3T7_1,0,1,1,359,0.085,397,0.085,0,0,0,0,0,0,90,0.085,0,0,boxer_basicattack0303_1,25,100,10,150,23,65,80,0.0,icn_wpn_boxer_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S3T7_1,大师护腕03_1+1,大师护腕,wpn_boxer_03_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,70,4,3,XLH00S3T8_1,0,1,1,383,0.085,423,0.085,0,0,0,0,0,0,96,0.085,0,0,boxer_basicattack0303_1,25,100,10,160,24,70,80,0.0,icn_wpn_boxer_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S3T8_1,大师护腕03_1+2,大师护腕,wpn_boxer_03_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,75,4,3,XLH00S3T9_1,0,1,1,407,0.085,450,0.085,0,0,0,0,0,0,102,0.085,0,0,boxer_basicattack0303_1,25,100,10,170,26,75,80,0.0,icn_wpn_boxer_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S3T9_1,大师护腕03_1+3,大师护腕,wpn_boxer_03_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,80,4,3,,,1,1,431,0.085,476,0.085,0,0,0,0,0,0,108,0.085,0,0,boxer_basicattack0303_1,25,100,10,180,27,80,80,0.2,icn_wpn_boxer_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH00S3T10_1,橙色护腕03_1,橙色护腕1,wpn_boxer_03_05_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,95,5,3,0,0,1,1,539,0.085,595,0.085,0,0,0,0,0,0,135,0.085,0,0,boxer_basicattack0305_1,25,100,10,225,34,95,100,0.0,icn_wpn_boxer_03_05_01.png,20000,0,,0,,0,,0,,0,,
XLH00S3T10_2,橙色护腕03_2,橙色护腕2,wpn_boxer_03_05_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,100,5,3,0,0,1,1,575,0.085,635,0.085,0,0,0,0,0,0,144,0.085,0,0,boxer_basicattack0305_2,25,100,10,240,36,100,100,0.0,icn_wpn_boxer_03_05_02.png,20000,0,,0,,0,,0,,0,,
XLH00S3T3_2,力量护腕03_2,力量护腕,wpn_boxer_03_03_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,40,3,3,XLH00S3T4_2,0,1,1,239,0.085,265,0.085,0,0,0,0,0,0,60,0.085,0,0,boxer_basicattack0303_2,25,100,10,100,15,40,40,0.0,icn_wpn_boxer_03_03_02.png,5000,ma030301,1,ma030308,1,0,,0,,0,,
XLH00S3T4_2,力量护腕03_2+1,力量护腕,wpn_boxer_03_03_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,45,3,3,XLH00S3T5_2,0,1,1,263,0.085,291,0.085,0,0,0,0,0,0,66,0.085,0,0,boxer_basicattack0303_2,25,100,10,110,17,45,40,0.0,icn_wpn_boxer_03_03_02.png,5000,0,,0,,0,,0,,0,,
XLH00S3T5_2,力量护腕03_2+2,力量护腕,wpn_boxer_03_03_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,50,3,3,XLH00S3T6_2,0,1,1,287,0.085,318,0.085,0,0,0,0,0,0,72,0.085,0,0,boxer_basicattack0303_2,25,100,10,120,18,50,40,0.6,icn_wpn_boxer_03_03_02.png,5000,0,,0,,0,,0,,0,,
XLH00S3T6_2,霸王护腕03_2,霸王护腕,wpn_boxer_03_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,65,4,3,XLH00S3T7_2,0,1,1,359,0.085,397,0.085,0,0,0,0,0,0,90,0.085,0,0,boxer_basicattack0303_2,25,100,10,150,23,65,80,0.0,icn_wpn_boxer_03_04_02.png,10000,ma030401,1,ma030409,1,0,,0,,0,,
XLH00S3T7_2,霸王护腕03_2+1,霸王护腕,wpn_boxer_03_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,70,4,3,XLH00S3T8_2,0,1,1,383,0.085,423,0.085,0,0,0,0,0,0,96,0.085,0,0,boxer_basicattack0303_2,25,100,10,160,24,70,80,0.0,icn_wpn_boxer_03_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S3T8_2,霸王护腕03_2+2,霸王护腕,wpn_boxer_03_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,75,4,3,XLH00S3T9_2,0,1,1,407,0.085,450,0.085,0,0,0,0,0,0,102,0.085,0,0,boxer_basicattack0303_2,25,100,10,170,26,75,80,0.0,icn_wpn_boxer_03_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S3T9_2,霸王护腕03_2+3,霸王护腕,wpn_boxer_03_04_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,80,4,3,,,1,1,431,0.085,476,0.085,0,0,0,0,0,0,108,0.085,0,0,boxer_basicattack0303_2,25,100,10,180,27,80,80,0.2,icn_wpn_boxer_03_04_02.png,10000,0,,0,,0,,0,,0,,
XLH00S3T10_3,橙色护腕03_3,橙色护腕3,wpn_boxer_03_05_03.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,95,5,3,0,0,1,1,539,0.085,595,0.085,0,0,0,0,0,0,135,0.085,0,0,boxer_basicattack0305_3,25,100,10,225,34,95,100,0.0,icn_wpn_boxer_03_05_03.png,20000,0,,0,,0,,0,,0,,
XLH00S3T10_4,橙色护腕03_4,橙色护腕4,wpn_boxer_03_05_04.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,1,100,5,3,0,0,1,1,575,0.085,635,0.085,0,0,0,0,0,0,144,0.085,0,0,boxer_basicattack0305_4,25,100,10,240,36,100,100,0.0,icn_wpn_boxer_03_05_04.png,20000,0,,0,,0,,0,,0,,
XLH10S1T1,拳带01,拳带,shd_boxer_01_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,10,1,3,XLH10S1T2,0,1,1,51,0.085,57,0.085,0,0,0,0,50,0.085,0,0,0,0,PGalePunch1,25,100,10,50,8,10,1,1.0,icn_shd_boxer_01_01.png,0,0,,0,,0,,0,,0,,
XLH10S1T2,拳绳01,拳绳,shd_boxer_01_02.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,25,2,3,XLH10S1T3_1,XLH10S1T3_2,1,1,77,0.085,85,0.085,0,0,0,0,75,0.085,0,0,0,0,PGalePunch2,25,100,10,75,11,25,25,0.4,icn_shd_boxer_01_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
XLH10S1T3_1,拳链01_1,拳链,shd_boxer_01_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,40,3,3,XLH10S1T4_1,0,1,1,103,0.085,113,0.085,0,0,0,0,100,0.085,0,0,0,0,PGalePunch3,25,100,10,100,15,40,40,0.0,icn_shd_boxer_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH10S1T4_1,拳链01_1+1,拳链,shd_boxer_01_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,45,3,3,XLH10S1T5_1,0,1,1,113,0.085,125,0.085,0,0,0,0,110,0.085,0,0,0,0,PGalePunch3,25,100,10,110,17,45,40,0.0,icn_shd_boxer_01_04_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH10S1T5_1,拳链01_1+2,拳链,shd_boxer_01_03_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,50,3,3,XLH10S1T6_1,0,1,1,123,0.085,136,0.085,0,0,0,0,120,0.085,0,0,0,0,PGalePunch3,25,100,10,120,18,50,40,0.6,icn_shd_boxer_01_03_02.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
XLH10S1T6_1,赤色拳链01_1,赤色拳链,shd_boxer_01_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,65,4,3,XLH10S1T7_1,0,1,1,154,0.085,170,0.085,0,0,0,0,150,0.085,0,0,0,0,PGalePunch4,25,100,10,150,23,65,80,0.0,icn_shd_boxer_01_04_02.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH10S1T7_1,赤色拳链01_1+1,赤色拳链,shd_boxer_01_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,70,4,3,XLH10S1T8_1,0,1,1,164,0.085,181,0.085,0,0,0,0,160,0.085,0,0,0,0,PGalePunch4,25,100,10,160,24,70,80,0.0,icn_shd_boxer_01_03.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH10S1T8_1,赤色拳链01_1+2,赤色拳链,shd_boxer_01_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,75,4,3,XLH10S1T9_1,0,1,1,174,0.085,193,0.085,0,0,0,0,170,0.085,0,0,0,0,PGalePunch4,25,100,10,170,26,75,80,0.0,icn_shd_boxer_01_03_02.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
XLH10S1T9_1,赤色拳链01_1+3,赤色拳链,shd_boxer_01_04_01.png,0,0,Eff/Tower/boxer/eff_boxer_BasicAttack_01,eff_boxer_BasicAttack_01,0,0,0,1,onSoundCB,2,80,4,3,,,1,1,185,0.085,204,0.085,0,0,0,0,180,0.085,0,0,0,0,PGalePunch4,25,100,10,180,27,80,80,0.2,icn_shd_boxer_01_04_02.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
